Liga,time,pct_marcou_1gol_casa,pct_marcou_1gol_fora,pct_marcou_1gol_geral,avg_min_marcou_1gol_casa,avg_min_marcou_1gol_fora,avg_min_sofreu_1gol_casa,avg_min_sofreu_1gol_fora,dp_min_marcou_1gol_casa,dp_min_marcou_1gol_fora,dp_min_sofreu_1gol_casa,dp_min_sofreu_1gol_fora,cv_min_marcou_1gol_casa,cv_min_marcou_1gol_fora,cv_min_sofreu_1gol_casa,cv_min_sofreu_1gol_fora,n_marcou_1gol_casa,n_sofreu_1gol_casa,n_marcou_1gol_fora,n_sofreu_1gol_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Australia_1 A-League,Auckland,80,82,81,19.1,28.1,5.0,84.0,11.7,19.5,2.8,,61.1,69.2,56.6,,8,2,9,1,20.0,20.0,30.0,20.0,20.0,10.0,0.0,0.0,10.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia_1 A-League,Brisbane Roar,70,36,52,25.3,51.8,6.0,22.2,17.1,30.9,0.0,15.9,67.8,59.7,0.0,71.8,7,2,4,6,22.2,0.0,11.1,0.0,0.0,10.0,22.2,0.0,22.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Australia_1 A-League,Central Coast Mariners,27,56,40,34.7,34.0,22.5,29.2,24.5,24.6,22.9,21.0,70.7,72.5,101.6,72.1,3,6,3,6,11.1,11.1,0.0,0.0,0.0,0.0,11.1,11.1,0.0,0.0,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0
Australia_1 A-League,Macarthur,27,40,33,6.3,51.5,37.9,40.0,4.5,29.9,18.1,22.7,71.2,58.0,47.9,56.7,3,7,4,6,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0
Australia_1 A-League,Melbourne City FC,33,36,35,13.7,36.8,47.0,19.0,10.3,28.1,33.3,14.8,75.1,76.4,70.8,77.8,3,5,4,5,12.5,11.1,12.5,0.0,12.5,11.1,0.0,0.0,0.0,0.0,0.0,11.1,0.0,11.1,0.0,0.0,0.0,0.0
Australia_1 A-League,Melbourne Victory FC,60,45,52,22.3,33.2,14.3,23.2,16.8,33.7,13.7,23.1,75.1,101.6,95.2,99.7,6,3,5,5,11.1,10.0,22.2,20.0,22.2,0.0,0.0,10.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Australia_1 A-League,Newcastle Jets FC,73,80,76,25.1,27.2,19.2,31.0,24.7,23.8,5.7,,98.2,87.3,29.5,,7,4,8,1,18.2,22.2,27.3,33.3,0.0,0.0,0.0,0.0,0.0,22.2,9.1,0.0,9.1,11.1,0.0,0.0,0.0,0.0
Australia_1 A-League,Perth Glory FC,40,36,38,22.2,31.0,23.7,28.9,6.1,26.2,20.8,32.6,27.6,84.4,88.0,112.8,4,6,4,7,0.0,9.1,20.0,9.1,20.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0
Australia_1 A-League,Sydney FC,60,27,43,57.3,28.3,29.2,37.6,24.3,22.1,21.5,24.1,42.4,78.1,73.5,64.0,6,4,3,7,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
Australia_1 A-League,Wellington Phoenix,33,44,38,31.8,18.5,34.1,9.6,18.1,15.8,27.0,6.8,57.1,85.4,79.2,70.5,4,8,4,5,0.0,22.2,8.3,0.0,8.3,11.1,8.3,11.1,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia_1 A-League,Western Sydney Wanderers,55,45,50,30.2,12.8,44.5,25.3,34.9,11.4,22.1,22.1,115.8,89.3,49.6,87.4,6,4,5,6,20.0,27.3,20.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Belgica_1 Pro League,Cercle Brugge,20,36,28,34.0,16.8,22.5,31.3,3.6,16.6,16.0,14.2,10.6,99.0,71.1,45.4,3,11,5,7,0.0,16.7,0.0,16.7,7.1,0.0,14.3,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgica_1 Pro League,Club Brugge,71,53,62,39.4,40.0,33.5,19.1,22.7,33.0,39.3,12.1,57.7,82.4,117.3,63.1,10,4,8,7,7.1,6.7,7.1,20.0,14.3,0.0,7.1,0.0,7.1,0.0,21.4,13.3,0.0,0.0,7.1,6.7,0.0,6.7
Belgica_1 Pro League,FCV Dender EH,36,33,34,21.8,16.2,35.1,33.6,15.4,19.1,38.9,30.3,70.6,118.2,110.8,90.1,5,7,5,8,8.3,23.1,8.3,7.7,8.3,0.0,16.7,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgica_1 Pro League,KAA Gent,53,36,45,27.1,19.6,28.7,33.8,26.8,20.8,16.7,26.0,98.7,106.1,58.0,77.0,8,7,5,8,20.0,7.7,6.7,23.1,6.7,0.0,13.3,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,6.7,0.0
Belgica_1 Pro League,KRC Genk,33,57,45,31.8,23.2,16.7,23.3,26.3,22.7,11.4,20.1,82.8,97.6,68.3,86.1,5,10,8,6,6.7,14.3,13.3,21.4,0.0,7.1,0.0,7.1,6.7,0.0,0.0,0.0,6.7,0.0,0.0,7.1,0.0,0.0
Belgica_1 Pro League,KV Mechelen,73,57,66,28.6,32.6,52.3,29.7,28.6,24.1,34.6,18.3,99.8,74.0,66.2,61.8,11,3,8,6,21.4,7.1,28.6,14.3,7.1,0.0,7.1,28.6,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,7.1,7.1
Belgica_1 Pro League,KVC Westerlo,33,50,41,10.8,15.3,24.6,36.5,12.1,12.3,26.8,16.9,112.3,80.5,108.8,46.2,5,8,7,6,23.1,15.4,7.7,30.8,7.7,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgica_1 Pro League,OH Leuven,43,33,38,24.8,47.6,26.4,32.4,23.6,32.7,28.3,23.9,94.9,68.7,107.2,73.8,6,7,5,9,23.1,7.1,0.0,7.1,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,7.7,7.1,0.0,14.3,0.0,0.0
Belgica_1 Pro League,RAAL La Louvière,29,20,24,30.8,6.3,40.2,29.6,19.2,1.5,35.5,27.4,62.5,24.1,88.3,92.6,4,5,3,9,0.0,25.0,11.1,0.0,22.2,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgica_1 Pro League,RSC Anderlecht,57,53,55,32.4,39.5,25.5,41.6,26.1,31.8,20.8,38.0,80.5,80.4,81.7,91.3,7,4,8,7,9.1,13.3,27.3,6.7,0.0,0.0,0.0,13.3,0.0,0.0,18.2,6.7,9.1,0.0,0.0,6.7,0.0,6.7
Belgica_1 Pro League,Royal Antwerp FC,60,43,52,38.8,39.6,21.0,26.9,21.7,29.1,15.7,19.2,56.1,73.6,75.0,71.4,9,6,5,7,6.7,0.0,6.7,8.3,6.7,16.7,20.0,0.0,0.0,8.3,13.3,0.0,0.0,0.0,6.7,0.0,0.0,8.3
Belgica_1 Pro League,Sint-Truiden,64,33,48,27.0,36.0,29.4,35.1,24.5,25.6,21.6,20.1,90.7,71.2,73.5,57.2,9,5,5,10,21.4,6.7,14.3,0.0,14.3,13.3,0.0,0.0,0.0,0.0,7.1,6.7,0.0,0.0,7.1,6.7,0.0,0.0
Belgica_1 Pro League,Sporting Charleroi,40,57,48,31.2,19.6,27.2,20.6,29.5,21.0,20.6,18.4,94.6,107.4,75.5,89.2,6,8,7,7,14.3,21.4,7.1,14.3,0.0,7.1,7.1,0.0,7.1,0.0,0.0,0.0,0.0,7.1,0.0,0.0,7.1,0.0
Belgica_1 Pro League,Standard Liège,71,47,59,26.5,34.4,32.7,40.6,21.8,29.8,35.0,27.2,82.3,86.6,107.0,67.1,10,3,7,8,23.1,13.3,15.4,0.0,15.4,6.7,7.7,13.3,0.0,0.0,7.7,6.7,7.7,0.0,0.0,0.0,0.0,6.7
Belgica_1 Pro League,Union Saint-Gilloise,87,50,69,33.2,43.3,4.5,34.8,21.0,31.0,0.7,30.2,63.3,71.6,15.7,87.0,13,2,7,4,13.3,9.1,13.3,9.1,6.7,9.1,20.0,18.2,13.3,0.0,6.7,0.0,13.3,0.0,0.0,0.0,0.0,18.2
Belgica_1 Pro League,Zulte-Waregem,43,33,38,37.3,20.4,54.5,15.5,26.4,11.3,30.4,13.9,70.8,55.2,55.8,90.0,6,8,5,8,0.0,7.7,14.3,7.7,7.1,23.1,7.1,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,7.1,0.0
Brasileiro_A Serie A,Atlético Mineiro,75,0,43,29.3,,27.0,36.3,31.6,,,15.6,107.9,,,42.8,3,1,0,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Atlético PR,67,67,67,3.5,7.0,20.0,43.0,3.5,2.8,,,101.0,40.4,,,2,1,2,1,66.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Bahia,33,67,50,17.0,22.5,33.5,12.0,,0.7,19.1,,,3.1,57.0,,1,2,2,1,0.0,0.0,33.3,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Botafogo,50,33,40,48.0,17.0,13.0,32.0,,,,32.5,,,,101.6,1,1,1,2,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Bragantino,100,25,57,39.0,93.0,,23.7,3.6,,,20.8,9.2,,,88.0,3,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Brasileiro_A Serie A,Chapecoense,50,0,33,22.0,,41.0,51.0,8.5,,,5.7,38.6,,,11.1,2,1,0,2,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Corinthians,67,50,57,29.5,19.0,37.0,9.0,24.7,1.4,,,83.9,7.4,,,2,1,2,1,0.0,0.0,33.3,66.7,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Coritiba,33,75,57,24.0,47.3,75.0,19.0,,14.6,25.5,,,30.8,33.9,,1,2,3,1,0.0,0.0,0.0,0.0,33.3,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Cruzeiro,100,25,57,12.0,23.0,,18.0,6.1,,,26.1,50.7,,,144.8,3,0,1,3,66.7,0.0,33.3,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Flamengo,67,100,83,12.0,27.3,47.0,,9.9,23.1,,,82.5,84.6,,,2,1,3,0,33.3,0.0,33.3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Fluminense,100,75,86,50.5,12.3,5.0,9.0,6.4,10.0,,,12.6,81.2,,,2,1,3,1,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Grêmio,75,0,43,28.3,,17.0,32.7,22.0,,,11.7,77.8,,,35.9,3,1,0,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Internacional,0,75,43,,32.3,18.3,2.0,,24.5,8.1,,,75.9,44.1,,0,3,3,1,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Mirassol,25,0,17,21.0,,36.0,17.0,,,24.3,12.7,,,67.4,74.9,1,3,0,2,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Palmeiras,100,100,100,17.0,30.0,,,9.3,8.9,,,54.6,29.6,,,4,0,3,0,50.0,0.0,0.0,0.0,50.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Remo,33,0,14,8.0,,10.0,30.8,,,8.5,18.3,,,84.9,59.5,1,2,0,4,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Santos,50,0,29,37.5,,32.0,14.3,17.7,,19.8,7.6,47.1,,61.9,53.3,2,2,0,3,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,São Paulo,67,25,43,35.5,57.0,54.0,50.0,16.3,,,14.0,45.8,,,28.0,2,1,1,3,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Vasco da Gama,25,33,29,55.0,21.0,21.0,16.5,,,19.5,12.0,,,92.9,72.9,1,3,1,2,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brasileiro_A Serie A,Vitória,67,0,33,39.0,47.0,15.0,25.5,26.9,,,2.1,68.9,,,8.3,2,1,1,2,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria_1 First League,Arda,46,46,46,39.7,16.3,23.8,48.0,28.5,8.1,6.9,29.1,71.8,49.5,29.2,60.6,6,5,6,4,0.0,20.0,18.2,10.0,0.0,30.0,18.2,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0
Bulgaria_1 First League,Beroe,46,23,35,45.2,34.7,40.2,33.7,21.2,15.5,23.3,19.6,46.9,44.8,57.9,58.3,6,4,3,6,10.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,30.0,0.0,10.0,11.1,0.0,0.0,10.0,0.0,0.0,0.0
Bulgaria_1 First League,Botev Plovdiv,46,21,33,34.2,34.3,45.5,23.9,18.5,46.5,22.3,12.6,54.0,135.4,48.9,52.8,6,6,3,7,8.3,20.0,8.3,0.0,8.3,0.0,0.0,0.0,16.7,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Bulgaria_1 First League,Botev Vratsa,31,38,35,50.8,28.2,69.0,39.0,26.3,24.6,21.4,27.9,51.7,87.1,31.0,71.5,4,4,5,6,0.0,9.1,12.5,18.2,0.0,0.0,0.0,0.0,12.5,9.1,0.0,9.1,12.5,0.0,12.5,0.0,0.0,0.0
Bulgaria_1 First League,CSKA 1948 Sofia,69,62,65,26.0,33.1,53.5,32.2,24.7,20.7,10.6,17.5,94.9,62.5,19.8,54.2,9,2,8,4,27.3,8.3,18.2,16.7,9.1,8.3,9.1,8.3,9.1,16.7,0.0,0.0,0.0,0.0,0.0,8.3,9.1,0.0
Bulgaria_1 First League,CSKA Sofia,62,54,58,33.4,36.0,21.7,55.5,28.7,24.8,15.5,27.9,86.1,68.9,71.6,50.3,8,3,7,6,18.2,7.7,18.2,15.4,0.0,0.0,18.2,0.0,0.0,23.1,0.0,0.0,9.1,0.0,0.0,7.7,9.1,0.0
Bulgaria_1 First League,Cherno More,54,62,58,36.6,25.0,21.5,35.3,16.0,23.9,3.5,22.0,43.7,95.5,16.4,62.2,7,2,8,3,0.0,27.3,11.1,18.2,22.2,9.1,22.2,0.0,11.1,0.0,0.0,0.0,11.1,18.2,0.0,0.0,0.0,0.0
Bulgaria_1 First League,Dobrudzha 1919,31,23,27,36.0,14.0,24.1,31.1,22.9,13.5,19.0,16.3,63.5,96.1,78.7,52.2,4,9,3,8,7.7,18.2,0.0,0.0,0.0,9.1,15.4,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0
Bulgaria_1 First League,Levski Sofia,85,46,65,29.5,37.8,76.0,34.3,29.3,25.8,,25.7,99.0,68.3,,75.0,11,1,6,6,33.3,8.3,16.7,8.3,0.0,8.3,16.7,0.0,8.3,8.3,0.0,0.0,8.3,8.3,0.0,8.3,8.3,0.0
Bulgaria_1 First League,Lokomotiv Plovdiv,57,50,54,34.5,36.8,35.0,43.8,27.9,24.4,27.3,26.3,80.9,66.2,78.0,60.1,8,4,6,5,16.7,9.1,0.0,0.0,8.3,18.2,25.0,0.0,0.0,18.2,8.3,0.0,0.0,0.0,0.0,9.1,8.3,0.0
