Liga,time,total_jogos_ca,total_jogos_fo,total_jogos_ht_ca,total_jogos_ht_fo,over05_ht_casa,over15_ht_casa,over25_ht_casa,over05_ht_fora,over15_ht_fora,over25_ht_fora,over05_2h_casa,over15_2h_casa,over25_2h_casa,over05_2h_fora,over15_2h_fora,over25_2h_fora,media_gols_ht_casa,media_gols_ht_fora,media_gols_2h_casa,media_gols_2h_fora,%Gl_Ca_0_10M,%Gl_Fo_0_10M,%Gl_Ca_11_20M,%Gl_Fo_11_20M,%Gl_Ca_21_30M,%Gl_Fo_21_30M,%Gl_Ca_31_40M,%Gl_Fo_31_40M,%Gl_Ca_41_50M,%Gl_Fo_41_50M,%Gl_Ca_51_60M,%Gl_Fo_51_60M,%Gl_Ca_61_70M,%Gl_Fo_61_70M,%Gl_Ca_71_80M,%Gl_Fo_71_80M,%Gl_Ca_81_90M,%Gl_Fo_81_90M
Alemanha_1 Bundesliga,Augsburg,13,13,13,13,61.5,38.5,7.7,76.9,38.5,30.8,76.9,46.2,30.8,92.3,38.5,15.4,1.15,1.54,1.62,1.54,15.4,7.7,0.0,7.7,7.7,7.7,0.0,15.4,23.1,15.4,38.5,15.4,7.7,0.0,23.1,7.7,15.4,30.8
Alemanha_1 Bundesliga,Bayer Leverkusen,13,13,13,13,76.9,38.5,15.4,92.3,76.9,46.2,92.3,46.2,0.0,61.5,30.8,15.4,1.54,2.31,1.38,1.08,30.8,15.4,23.1,7.7,23.1,30.8,15.4,38.5,23.1,30.8,23.1,15.4,23.1,7.7,15.4,7.7,23.1,23.1
Alemanha_1 Bundesliga,Bayern München,13,13,13,13,100.0,84.6,46.2,92.3,53.8,0.0,92.3,84.6,38.5,100.0,76.9,46.2,2.54,1.46,2.46,2.62,23.1,7.7,23.1,15.4,76.9,30.8,23.1,15.4,69.2,61.5,30.8,7.7,53.8,53.8,46.2,30.8,53.8,92.3
Alemanha_1 Bundesliga,Borussia Dortmund,13,13,13,13,92.3,30.8,7.7,92.3,30.8,0.0,84.6,46.2,30.8,76.9,69.2,15.4,1.31,1.23,1.85,1.85,15.4,15.4,30.8,7.7,15.4,7.7,7.7,46.2,46.2,15.4,30.8,23.1,15.4,30.8,7.7,7.7,61.5,38.5
Alemanha_1 Bundesliga,Borussia M'gladbach,13,13,13,13,61.5,38.5,23.1,61.5,38.5,15.4,61.5,38.5,23.1,92.3,53.8,7.7,1.46,1.23,1.38,1.54,15.4,0.0,7.7,7.7,7.7,0.0,15.4,15.4,7.7,7.7,0.0,15.4,30.8,15.4,15.4,23.1,23.1,23.1
Alemanha_1 Bundesliga,Eintracht Frankfurt,13,13,13,13,61.5,46.2,7.7,84.6,76.9,30.8,100.0,53.8,30.8,84.6,69.2,38.5,1.15,2.08,2.0,2.31,0.0,15.4,7.7,30.8,30.8,15.4,15.4,30.8,23.1,15.4,15.4,46.2,23.1,7.7,30.8,15.4,30.8,23.1
Alemanha_1 Bundesliga,Freiburg,13,13,13,13,84.6,46.2,30.8,46.2,15.4,7.7,76.9,46.2,15.4,84.6,69.2,38.5,1.69,0.77,1.38,2.31,15.4,7.7,23.1,15.4,7.7,0.0,23.1,15.4,30.8,0.0,15.4,23.1,0.0,7.7,15.4,23.1,53.8,7.7
Alemanha_1 Bundesliga,Hamburger SV,14,12,14,12,78.6,42.9,7.1,58.3,25.0,8.3,71.4,50.0,7.1,75.0,33.3,25.0,1.29,1.0,1.36,1.42,14.3,0.0,14.3,0.0,7.1,0.0,21.4,8.3,14.3,25.0,21.4,8.3,14.3,16.7,7.1,8.3,28.6,8.3
Alemanha_1 Bundesliga,Heidenheim,13,13,13,13,76.9,46.2,15.4,61.5,23.1,7.7,92.3,69.2,30.8,100.0,61.5,7.7,1.46,1.08,2.08,1.69,0.0,0.0,15.4,0.0,15.4,0.0,15.4,0.0,7.7,23.1,15.4,7.7,15.4,7.7,0.0,7.7,30.8,23.1
Alemanha_1 Bundesliga,Hoffenheim,13,14,13,14,84.6,53.8,23.1,85.7,57.1,14.3,69.2,61.5,23.1,85.7,50.0,35.7,1.69,1.71,1.62,1.86,15.4,7.1,23.1,7.1,23.1,14.3,15.4,14.3,61.5,50.0,7.7,57.1,15.4,14.3,23.1,14.3,30.8,7.1
Alemanha_1 Bundesliga,Köln,13,13,13,13,76.9,30.8,7.7,69.2,38.5,23.1,92.3,76.9,23.1,69.2,38.5,23.1,1.15,1.38,2.15,1.38,15.4,15.4,7.7,15.4,15.4,7.7,7.7,0.0,23.1,15.4,30.8,0.0,7.7,0.0,7.7,7.7,53.8,38.5
Alemanha_1 Bundesliga,Mainz 05,13,13,13,13,76.9,15.4,7.7,84.6,53.8,7.7,76.9,30.8,23.1,100.0,53.8,15.4,1.08,1.46,1.31,1.69,7.7,7.7,0.0,7.7,7.7,23.1,23.1,0.0,15.4,23.1,0.0,23.1,7.7,30.8,30.8,0.0,23.1,7.7
Alemanha_1 Bundesliga,RB Leipzig,14,13,14,13,71.4,42.9,21.4,61.5,38.5,23.1,92.9,71.4,28.6,69.2,46.2,23.1,1.5,1.31,2.21,1.46,7.1,30.8,28.6,7.7,14.3,15.4,28.6,23.1,57.1,7.7,28.6,23.1,28.6,38.5,28.6,0.0,21.4,0.0
Alemanha_1 Bundesliga,St. Pauli,12,14,12,14,58.3,25.0,0.0,85.7,28.6,0.0,75.0,58.3,25.0,78.6,35.7,7.1,0.83,1.14,1.75,1.29,0.0,7.1,0.0,7.1,0.0,0.0,25.0,14.3,16.7,7.1,25.0,7.1,8.3,14.3,8.3,7.1,25.0,7.1
Alemanha_1 Bundesliga,Stuttgart,13,13,13,13,53.8,30.8,23.1,100.0,46.2,15.4,92.3,30.8,15.4,100.0,76.9,30.8,1.15,1.77,1.46,2.15,0.0,15.4,15.4,7.7,23.1,23.1,15.4,15.4,30.8,38.5,15.4,15.4,7.7,15.4,23.1,46.2,38.5,46.2
Alemanha_1 Bundesliga,Union Berlin,13,13,13,13,69.2,38.5,15.4,61.5,30.8,15.4,76.9,61.5,23.1,92.3,46.2,7.7,1.23,1.08,1.77,1.54,7.7,7.7,15.4,0.0,23.1,7.7,0.0,7.7,23.1,7.7,7.7,15.4,7.7,15.4,15.4,0.0,38.5,38.5
Alemanha_1 Bundesliga,Werder Bremen,13,13,13,13,76.9,30.8,7.7,69.2,30.8,7.7,92.3,53.8,15.4,76.9,69.2,30.8,1.15,1.08,1.69,1.92,7.7,0.0,0.0,7.7,15.4,7.7,0.0,15.4,7.7,23.1,7.7,0.0,0.0,23.1,30.8,15.4,38.5,23.1
Alemanha_1 Bundesliga,Wolfsburg,13,13,13,13,100.0,53.8,7.7,76.9,30.8,23.1,92.3,53.8,30.8,69.2,61.5,30.8,1.62,1.38,2.08,1.92,15.4,15.4,15.4,23.1,23.1,15.4,0.0,7.7,23.1,0.0,30.8,7.7,23.1,30.8,7.7,7.7,15.4,7.7
Alemanha_2 2. Bundesliga,Arminia Bielefeld,13,13,13,13,76.9,46.2,7.7,61.5,30.8,15.4,84.6,53.8,30.8,84.6,38.5,15.4,1.38,1.08,1.77,1.46,15.4,0.0,7.7,15.4,15.4,23.1,7.7,15.4,46.2,7.7,38.5,0.0,15.4,7.7,15.4,15.4,23.1,23.1
Alemanha_2 2. Bundesliga,Bochum,13,13,13,13,76.9,46.2,7.7,61.5,23.1,15.4,76.9,38.5,23.1,84.6,46.2,23.1,1.38,1.0,1.38,1.54,15.4,15.4,15.4,23.1,7.7,7.7,15.4,7.7,23.1,0.0,23.1,15.4,38.5,7.7,7.7,15.4,15.4,23.1
Alemanha_2 2. Bundesliga,Darmstadt 98,13,13,13,13,61.5,46.2,23.1,53.8,46.2,23.1,84.6,46.2,15.4,84.6,69.2,15.4,1.31,1.31,1.54,1.77,30.8,23.1,7.7,0.0,7.7,0.0,15.4,23.1,53.8,7.7,38.5,15.4,23.1,46.2,15.4,15.4,23.1,23.1
Alemanha_2 2. Bundesliga,Dynamo Dresden,13,13,13,13,92.3,61.5,30.8,84.6,53.8,30.8,84.6,46.2,23.1,76.9,46.2,23.1,1.92,1.77,1.54,1.54,7.7,15.4,23.1,15.4,7.7,30.8,23.1,15.4,61.5,23.1,46.2,0.0,0.0,7.7,7.7,23.1,15.4,15.4
Alemanha_2 2. Bundesliga,Eintracht Braunschweig,14,13,14,13,71.4,35.7,14.3,69.2,38.5,23.1,85.7,57.1,14.3,76.9,30.8,15.4,1.21,1.38,1.57,1.23,0.0,15.4,14.3,0.0,7.1,30.8,21.4,23.1,21.4,0.0,14.3,7.7,14.3,7.7,0.0,7.7,21.4,7.7
Alemanha_2 2. Bundesliga,Elversberg,12,14,12,14,58.3,25.0,16.7,85.7,28.6,7.1,91.7,33.3,8.3,85.7,64.3,14.3,1.0,1.21,1.5,1.79,16.7,7.1,0.0,7.1,25.0,14.3,0.0,28.6,16.7,7.1,16.7,28.6,0.0,21.4,33.3,35.7,58.3,21.4
Alemanha_2 2. Bundesliga,Fortuna Düsseldorf,13,13,13,13,53.8,7.7,0.0,61.5,23.1,0.0,84.6,61.5,15.4,92.3,30.8,7.7,0.62,0.85,1.69,1.38,0.0,7.7,0.0,7.7,7.7,0.0,7.7,15.4,7.7,23.1,7.7,7.7,30.8,7.7,0.0,7.7,38.5,7.7
Alemanha_2 2. Bundesliga,Greuther Fürth,13,14,13,14,84.6,53.8,30.8,78.6,21.4,7.1,84.6,38.5,15.4,92.9,78.6,50.0,2.08,1.07,1.38,2.79,30.8,7.1,7.7,7.1,7.7,14.3,0.0,14.3,38.5,7.1,23.1,21.4,0.0,21.4,0.0,21.4,38.5,35.7
Alemanha_2 2. Bundesliga,Hannover 96,13,14,13,14,61.5,30.8,7.7,78.6,57.1,7.1,76.9,61.5,23.1,85.7,64.3,21.4,1.0,1.5,1.62,1.79,15.4,14.3,15.4,21.4,15.4,7.1,7.7,28.6,23.1,21.4,15.4,7.1,15.4,50.0,23.1,14.3,15.4,28.6
Alemanha_2 2. Bundesliga,Hertha BSC,14,12,14,12,57.1,28.6,7.1,75.0,50.0,25.0,78.6,28.6,7.1,83.3,50.0,33.3,0.93,1.58,1.14,1.67,7.1,8.3,21.4,16.7,0.0,0.0,7.1,25.0,14.3,25.0,21.4,16.7,7.1,25.0,0.0,41.7,21.4,33.3
Alemanha_2 2. Bundesliga,Holstein Kiel,13,13,13,13,53.8,38.5,7.7,84.6,38.5,15.4,92.3,38.5,7.7,76.9,53.8,15.4,1.08,1.54,1.38,1.46,0.0,7.7,7.7,7.7,30.8,7.7,7.7,15.4,0.0,23.1,38.5,0.0,23.1,15.4,7.7,0.0,7.7,38.5
Alemanha_2 2. Bundesliga,Kaiserslautern,14,12,14,12,78.6,42.9,14.3,58.3,25.0,16.7,78.6,57.1,35.7,91.7,58.3,25.0,1.5,1.08,1.86,1.92,35.7,8.3,28.6,8.3,7.1,8.3,7.1,16.7,7.1,16.7,42.9,25.0,14.3,16.7,14.3,8.3,57.1,16.7
Alemanha_2 2. Bundesliga,Karlsruher SC,13,14,13,14,76.9,30.8,23.1,71.4,42.9,14.3,100.0,61.5,46.2,78.6,64.3,57.1,1.38,1.29,2.31,2.0,23.1,7.1,7.7,14.3,23.1,0.0,0.0,21.4,15.4,7.1,23.1,21.4,23.1,7.1,15.4,14.3,69.2,28.6
Alemanha_2 2. Bundesliga,Magdeburg,13,13,13,13,69.2,30.8,15.4,61.5,38.5,23.1,84.6,61.5,30.8,84.6,53.8,15.4,1.15,1.62,2.08,1.69,0.0,0.0,0.0,23.1,15.4,30.8,0.0,15.4,15.4,23.1,7.7,7.7,23.1,7.7,15.4,15.4,46.2,30.8
Alemanha_2 2. Bundesliga,Nürnberg,13,13,13,13,46.2,30.8,15.4,69.2,46.2,7.7,84.6,46.2,30.8,100.0,23.1,15.4,0.92,1.31,1.77,1.46,0.0,7.7,7.7,7.7,23.1,15.4,7.7,7.7,46.2,23.1,30.8,0.0,15.4,0.0,7.7,30.8,15.4,15.4
Alemanha_2 2. Bundesliga,Paderborn,13,13,13,13,76.9,46.2,15.4,76.9,15.4,0.0,92.3,69.2,15.4,76.9,38.5,15.4,1.46,0.92,1.85,1.38,7.7,23.1,7.7,0.0,30.8,7.7,7.7,15.4,30.8,7.7,30.8,23.1,30.8,23.1,0.0,15.4,46.2,23.1
Alemanha_2 2. Bundesliga,Preußen Münster,13,13,13,13,84.6,15.4,7.7,53.8,38.5,23.1,92.3,53.8,23.1,92.3,61.5,15.4,1.15,1.15,1.69,1.69,0.0,7.7,7.7,0.0,15.4,7.7,15.4,15.4,23.1,15.4,23.1,0.0,7.7,7.7,7.7,23.1,38.5,15.4
Alemanha_2 2. Bundesliga,Schalke 04,13,13,13,13,61.5,30.8,7.7,53.8,30.8,0.0,69.2,38.5,30.8,76.9,15.4,15.4,1.0,0.85,1.69,1.08,15.4,15.4,23.1,30.8,15.4,7.7,15.4,0.0,15.4,7.7,15.4,7.7,23.1,7.7,23.1,7.7,23.1,30.8
Alemanha_3 3. Liga,1860 München,15,14,15,14,80.0,60.0,6.7,85.7,42.9,0.0,93.3,46.7,13.3,78.6,28.6,14.3,1.47,1.29,1.6,1.29,13.3,21.4,6.7,0.0,6.7,14.3,20.0,7.1,46.7,7.1,26.7,21.4,6.7,14.3,13.3,0.0,40.0,42.9
Alemanha_3 3. Liga,Alemannia Aachen,14,15,14,15,78.6,42.9,21.4,80.0,60.0,20.0,78.6,50.0,28.6,93.3,73.3,33.3,1.43,1.6,1.79,2.13,14.3,6.7,21.4,20.0,0.0,60.0,21.4,20.0,14.3,6.7,7.1,13.3,21.4,33.3,7.1,26.7,28.6,26.7
Alemanha_3 3. Liga,Energie Cottbus,15,14,15,14,80.0,53.3,33.3,57.1,35.7,7.1,80.0,46.7,33.3,92.9,64.3,42.9,1.67,1.0,1.8,2.21,20.0,7.1,20.0,14.3,33.3,0.0,20.0,7.1,26.7,14.3,26.7,21.4,20.0,35.7,13.3,14.3,33.3,42.9
Alemanha_3 3. Liga,Erzgebirge Aue,15,14,15,14,73.3,46.7,6.7,85.7,35.7,7.1,80.0,46.7,20.0,78.6,42.9,35.7,1.27,1.36,1.6,1.64,6.7,0.0,20.0,21.4,0.0,0.0,0.0,7.1,40.0,21.4,13.3,7.1,6.7,21.4,6.7,14.3,33.3,7.1
Alemanha_3 3. Liga,Hansa Rostock,15,15,15,15,86.7,60.0,6.7,60.0,40.0,26.7,86.7,46.7,6.7,66.7,40.0,13.3,1.67,1.33,1.47,1.2,20.0,6.7,13.3,33.3,6.7,26.7,20.0,13.3,40.0,20.0,6.7,26.7,20.0,0.0,20.0,26.7,33.3,20.0
Alemanha_3 3. Liga,Havelse,15,14,15,14,80.0,26.7,13.3,78.6,35.7,21.4,100.0,73.3,46.7,92.9,71.4,35.7,1.27,1.36,2.4,2.21,6.7,14.3,20.0,21.4,6.7,0.0,6.7,14.3,0.0,14.3,20.0,7.1,13.3,14.3,33.3,21.4,46.7,21.4
Alemanha_3 3. Liga,Hoffenheim II,15,14,15,14,73.3,53.3,13.3,92.9,64.3,35.7,86.7,60.0,33.3,78.6,57.1,35.7,1.47,2.0,2.07,1.79,20.0,28.6,20.0,28.6,20.0,0.0,20.0,21.4,20.0,21.4,20.0,14.3,20.0,14.3,6.7,21.4,33.3,35.7
Alemanha_3 3. Liga,Ingolstadt,14,15,14,15,64.3,42.9,7.1,80.0,26.7,6.7,78.6,50.0,28.6,100.0,53.3,46.7,1.14,1.2,1.64,2.07,0.0,0.0,14.3,13.3,14.3,20.0,28.6,26.7,21.4,13.3,14.3,6.7,7.1,40.0,7.1,20.0,42.9,46.7
Alemanha_3 3. Liga,Jahn Regensburg,14,15,14,15,85.7,28.6,0.0,86.7,33.3,0.0,85.7,64.3,21.4,86.7,33.3,13.3,1.14,1.2,1.71,1.47,7.1,20.0,0.0,13.3,7.1,13.3,7.1,6.7,14.3,0.0,21.4,20.0,21.4,20.0,28.6,13.3,35.7,6.7
Alemanha_3 3. Liga,MSV Duisburg,14,15,14,15,78.6,50.0,21.4,60.0,33.3,20.0,85.7,57.1,21.4,66.7,53.3,26.7,1.57,1.33,1.71,1.73,21.4,6.7,7.1,6.7,50.0,13.3,28.6,0.0,21.4,13.3,21.4,6.7,21.4,20.0,28.6,26.7,21.4,46.7
Alemanha_3 3. Liga,Osnabrück,15,14,15,14,53.3,13.3,0.0,78.6,42.9,7.1,60.0,46.7,20.0,85.7,57.1,21.4,0.67,1.29,1.4,1.86,6.7,14.3,13.3,21.4,6.7,0.0,6.7,28.6,20.0,14.3,13.3,28.6,26.7,28.6,13.3,42.9,33.3,21.4
Alemanha_3 3. Liga,Rot-Weiss Essen,15,14,15,14,86.7,53.3,26.7,64.3,35.7,14.3,80.0,60.0,20.0,85.7,78.6,57.1,1.73,1.14,1.67,2.86,13.3,0.0,13.3,0.0,33.3,14.3,60.0,14.3,0.0,7.1,13.3,28.6,53.3,21.4,0.0,28.6,26.7,78.6
Alemanha_3 3. Liga,Saarbrucken,14,15,14,15,85.7,35.7,14.3,80.0,53.3,20.0,78.6,28.6,28.6,66.7,40.0,13.3,1.43,1.53,1.5,1.27,21.4,6.7,14.3,20.0,28.6,13.3,21.4,0.0,21.4,13.3,14.3,13.3,21.4,13.3,7.1,0.0,21.4,26.7
Alemanha_3 3. Liga,Schweinfurt,14,15,14,15,78.6,28.6,14.3,80.0,60.0,33.3,85.7,64.3,21.4,86.7,60.0,6.7,1.21,1.73,2.0,1.53,0.0,6.7,7.1,13.3,35.7,0.0,7.1,0.0,14.3,13.3,21.4,13.3,0.0,0.0,21.4,6.7,14.3,6.7
Alemanha_3 3. Liga,Stuttgart II,14,15,14,15,64.3,42.9,21.4,60.0,40.0,0.0,85.7,35.7,14.3,93.3,60.0,26.7,1.29,1.0,1.43,1.87,21.4,0.0,14.3,6.7,35.7,13.3,7.1,13.3,21.4,13.3,21.4,20.0,0.0,20.0,7.1,0.0,7.1,20.0
Alemanha_3 3. Liga,Ulm,15,14,15,14,80.0,40.0,26.7,78.6,50.0,7.1,73.3,60.0,33.3,85.7,71.4,42.9,1.53,1.36,1.8,2.14,0.0,0.0,33.3,0.0,6.7,7.1,6.7,14.3,20.0,42.9,0.0,35.7,6.7,7.1,13.3,7.1,40.0,21.4
Alemanha_3 3. Liga,Verl,14,15,14,15,71.4,50.0,28.6,86.7,60.0,20.0,92.9,57.1,57.1,86.7,66.7,26.7,1.5,1.73,2.29,1.93,14.3,33.3,42.9,26.7,21.4,13.3,28.6,6.7,7.1,20.0,35.7,13.3,50.0,20.0,35.7,40.0,28.6,26.7
Alemanha_3 3. Liga,Viktoria Köln,15,14,15,14,66.7,26.7,6.7,85.7,50.0,7.1,66.7,60.0,40.0,71.4,35.7,14.3,1.0,1.43,1.73,1.29,6.7,14.3,6.7,21.4,20.0,14.3,20.0,7.1,0.0,7.1,26.7,7.1,20.0,7.1,13.3,14.3,33.3,35.7
Alemanha_3 3. Liga,Waldhof Mannheim,14,15,14,15,78.6,57.1,7.1,86.7,20.0,20.0,85.7,57.1,28.6,86.7,60.0,40.0,1.43,1.27,2.0,2.2,0.0,20.0,21.4,13.3,21.4,0.0,21.4,6.7,14.3,0.0,42.9,40.0,14.3,20.0,21.4,13.3,28.6,26.7
Alemanha_3 3. Liga,Wehen Wiesbaden,15,15,15,15,73.3,20.0,6.7,53.3,13.3,6.7,93.3,60.0,33.3,73.3,26.7,6.7,1.0,0.73,2.13,1.13,13.3,6.7,6.7,6.7,26.7,0.0,20.0,6.7,20.0,13.3,6.7,0.0,26.7,0.0,26.7,13.3,60.0,26.7
Argentina_1 Liga Profesional,Aldosivi,4,5,4,5,25.0,0.0,0.0,80.0,20.0,0.0,25.0,0.0,0.0,80.0,20.0,0.0,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
Argentina_1 Liga Profesional,Argentinos Juniors,5,3,5,3,40.0,0.0,0.0,33.3,33.3,0.0,40.0,0.0,0.0,66.7,33.3,0.0,0.4,0.67,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Argentina_1 Liga Profesional,Atlético Tucumán,5,5,5,5,80.0,20.0,0.0,100.0,40.0,0.0,80.0,40.0,0.0,100.0,60.0,20.0,1.0,1.4,1.2,1.8,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0,40.0,0.0,0.0,20.0,0.0,20.0,40.0,20.0
Argentina_1 Liga Profesional,Banfield,6,4,6,4,66.7,33.3,0.0,75.0,25.0,0.0,83.3,50.0,16.7,75.0,50.0,0.0,1.0,1.0,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,16.7,25.0,16.7,25.0,33.3,0.0,16.7,0.0,50.0,0.0,16.7,0.0
Argentina_1 Liga Profesional,Barracas Central,5,5,5,5,80.0,0.0,0.0,40.0,20.0,0.0,100.0,40.0,0.0,80.0,20.0,0.0,0.8,0.6,1.4,1.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,40.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0
Argentina_1 Liga Profesional,Belgrano,4,6,4,6,25.0,0.0,0.0,50.0,16.7,0.0,75.0,50.0,25.0,66.7,50.0,0.0,0.25,0.67,1.5,1.17,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.7,0.0,0.0,50.0,33.3,0.0,16.7,25.0,0.0,25.0,33.3
Argentina_1 Liga Profesional,Boca Juniors,6,4,6,4,33.3,16.7,0.0,75.0,50.0,0.0,50.0,16.7,0.0,100.0,25.0,25.0,0.5,1.25,0.67,1.5,0.0,0.0,0.0,25.0,0.0,25.0,16.7,0.0,16.7,0.0,33.3,25.0,0.0,25.0,16.7,0.0,0.0,50.0
Argentina_1 Liga Profesional,Central Córdoba SdE,5,5,5,5,40.0,0.0,0.0,20.0,20.0,0.0,40.0,20.0,0.0,60.0,40.0,0.0,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0
Argentina_1 Liga Profesional,Defensa y Justicia,5,5,5,5,40.0,20.0,0.0,60.0,40.0,0.0,60.0,40.0,0.0,40.0,40.0,40.0,0.6,1.0,1.0,1.6,0.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,40.0,20.0,0.0,0.0,40.0,0.0,20.0,20.0,20.0
Argentina_1 Liga Profesional,Deportivo Riestra,5,5,5,5,40.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,60.0,0.0,0.0,0.4,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Estudiantes,5,5,5,5,20.0,20.0,0.0,40.0,0.0,0.0,100.0,0.0,0.0,60.0,40.0,0.0,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,40.0,0.0,20.0,20.0,0.0,0.0,20.0
Argentina_1 Liga Profesional,Estudiantes Río Cuarto,4,6,4,6,25.0,0.0,0.0,66.7,16.7,0.0,75.0,0.0,0.0,83.3,66.7,0.0,0.25,0.83,0.75,1.5,0.0,0.0,0.0,16.7,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
Argentina_1 Liga Profesional,Gimnasia La Plata,5,5,5,5,80.0,40.0,20.0,100.0,40.0,20.0,80.0,60.0,0.0,80.0,0.0,0.0,1.6,1.6,1.4,0.8,60.0,0.0,20.0,20.0,20.0,40.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
Argentina_1 Liga Profesional,Gimnasia Mendoza,5,5,5,5,60.0,20.0,0.0,80.0,60.0,0.0,60.0,20.0,0.0,40.0,20.0,0.0,0.8,1.4,0.8,0.6,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Argentina_1 Liga Profesional,Huracán,5,5,5,5,60.0,40.0,0.0,40.0,0.0,0.0,100.0,40.0,0.0,60.0,20.0,0.0,1.0,0.4,1.4,0.8,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,40.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,20.0
Argentina_1 Liga Profesional,Independiente,5,5,5,5,60.0,40.0,20.0,80.0,40.0,20.0,80.0,60.0,20.0,60.0,20.0,20.0,1.4,1.4,1.8,1.2,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,60.0,40.0,20.0,20.0,40.0,20.0,0.0,0.0,60.0,0.0
Argentina_1 Liga Profesional,Independiente Rivadavia,6,4,6,4,100.0,50.0,0.0,50.0,25.0,25.0,66.7,33.3,16.7,100.0,50.0,0.0,1.5,1.25,1.33,1.5,16.7,0.0,33.3,0.0,16.7,25.0,0.0,25.0,0.0,0.0,16.7,50.0,0.0,50.0,33.3,0.0,33.3,25.0
Argentina_1 Liga Profesional,Instituto,6,4,6,4,83.3,33.3,16.7,75.0,0.0,0.0,66.7,50.0,16.7,100.0,25.0,0.0,1.33,0.75,1.33,1.25,16.7,0.0,16.7,0.0,16.7,0.0,50.0,25.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.3,0.0
Argentina_1 Liga Profesional,Lanús,4,5,4,5,75.0,50.0,25.0,60.0,40.0,0.0,100.0,75.0,0.0,80.0,60.0,40.0,1.5,1.0,1.75,1.8,0.0,0.0,25.0,0.0,0.0,40.0,50.0,0.0,25.0,20.0,75.0,20.0,0.0,0.0,0.0,60.0,25.0,0.0
Argentina_1 Liga Profesional,Newell's Old Boys,5,5,5,5,60.0,20.0,0.0,60.0,20.0,20.0,100.0,60.0,20.0,100.0,60.0,40.0,0.8,1.0,1.8,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,40.0
Argentina_1 Liga Profesional,Platense,5,5,5,5,40.0,0.0,0.0,40.0,0.0,0.0,80.0,20.0,0.0,40.0,20.0,0.0,0.4,0.4,1.0,0.6,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,40.0
Argentina_1 Liga Profesional,Racing Club,4,6,4,6,50.0,50.0,25.0,66.7,16.7,0.0,75.0,50.0,0.0,50.0,50.0,16.7,1.25,0.83,1.25,1.17,0.0,0.0,25.0,0.0,0.0,16.7,0.0,16.7,50.0,16.7,25.0,0.0,0.0,0.0,25.0,16.7,25.0,50.0
Argentina_1 Liga Profesional,River Plate,4,6,4,6,100.0,50.0,0.0,66.7,33.3,0.0,100.0,50.0,25.0,33.3,0.0,0.0,1.5,1.0,1.75,0.33,0.0,0.0,25.0,0.0,0.0,16.7,0.0,16.7,100.0,0.0,25.0,16.7,0.0,0.0,25.0,0.0,25.0,16.7
Argentina_1 Liga Profesional,Rosario Central,5,5,5,5,60.0,0.0,0.0,60.0,20.0,20.0,60.0,60.0,0.0,60.0,40.0,0.0,0.6,1.0,1.2,1.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,40.0,20.0,0.0,0.0,20.0,40.0,20.0
